file	cid
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmSLEnkDUCv5n6t5Y4vYR8QETzix5fJeVAzE8fbjsT73KJ
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmSPnSYdPVGRrkEcL6kMEz5wjfB1PaY4qoEPz7FQJHcNus
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmSXHQqHt4YTD3Tirw4xVYm1UGHtMQZ6VJbtphLe4dGZVL
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmTb1sJ5ScM7WzTvx8Sag8ciGgcNG4f1WDGo9tovrNUxzn
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmU5g9Xne2c2a4GdqLpWUf9CLDkVWp8SaDB2EXRW5PCgas
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmUci6ZtD6264PhhzVqdxWGy4epgpZ1k79CoCrzzmps1Hm
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmUhgrvQTnQL3DYfGnYhmGeYFgBdbxAcMKkNL4Ptrvv4AH
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmUqNqWEBA8tGDvpg2LA8UEoErHqtRWBZeTxjWEqvXo1yr
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmUqdM1W6R3kqFdJEbEZBBz5A3J2oxGFm8HiUZWKEriZUq
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmVFw3ryLafsnPVNkqUYz9LefcnYFRiBeFo8SUH5o1JqKA
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmVK6PZdycu7upczSTXDEHLJwetNawNqjFHa78cKSRcfnu
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmVK8cCTtYDPBK1PwQ7e619L6ehw6VGD6v2Hcbf4fvf2f2
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmVayw9feaKve5v2cNeHxjkhMCyKTvrqna3tB4uvQ9Ryk7
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmVjatsxMTbAAL8acV1yqGHjXUYibUNTPqdzH18BNVDDSY
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmVxXvpDAeHyYDcV9VcYmj5YZfRbpKgN9DFxpnm1Wq9hW7
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmWpBuLCjCUidVQTf85SiRVZcWWJ1DcAB7vUbTqemvgYsx
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmWpkf9zJFJzgpeed46tqGb1QLjUKo4VQ2TTWmzssD9bfP
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmXW3NNXzrnHjUYyd5jx1GAEHcUap2RwK98Sf7GeC692ni
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmYRZiiGvVqbQgzuCLPWzWyZvrpWSh2VN7pCNDm91Lvt1M
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmZLiXvwbtj8Fea871LG9SHUZVwuuocfDyaRzeYSpkh5Rx
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmZkoozrqLJn5ZZm5bzgj31e3JK4URLVpDvfJ2KGhfAhhM
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmZudVLvoT7Mf1B2vNmxf99yDokEaNY7Tj64fzUU4LTTzV
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmZzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	Qma4oAXxv3GJJg2FCN7rV28vQCJAm6Rz9Lcc2FwLX5cSYP
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmaezHwWbaC3LQ1vpgZHB6VmrRJ2qKvyPT81hfnyyHtqNe
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmazpTMcodo3pdBH6RhdKQ1C42qUgPxigbFgqe4QN44ehK
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmcWSFcyxHUB9TiMK91MJTApHE6te3BkgKtf3bo6HgpdKS
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdRgZALJosukNPETxavwPW88ZKLzQQFz5ryuGJbv1KhsG
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJtPYm6uo3iQ7WCV
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmddMfUi8AgsRyqaTMdsWqoCLYmV6kVJtPYm6uo3iQ7WCV
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs1yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs2yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs3yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs4yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs5yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs6yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs7yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs8yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgs9yqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsAyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsByqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsCyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsDyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsEyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsFyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsGyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsHyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsJyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsKyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsLyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsMyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsNyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsPyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsQyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsRyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsSyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsTyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsUyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsVyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsWyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsXyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsYyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsZyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsayqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsbyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgscyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsdyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgseyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsfyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsgyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgshyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsiyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsjyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgskyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsmyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsnyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsoyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgspyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsqyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsryqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgssyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgstyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsuyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsvyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgswyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsxyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgsyyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmdwMfUidwgszyqactfiTfaemwfosootgthshuyttfWLSo
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmeWTUafwEEvmSYkxuGkAdAVKcNvBJ7e7RSiV8nSC7wJ45
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmeZEkoRDvhBYiLw7Bi3JFeB1vLeDoEQsLK19B8D8faz5w
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmenqYfW7X6DEP3beesqMkC82jMDBs93pi1VtwTMJ84BwL
manifesto_replicate_21_zru_merge_png_redo_with_public_history_masked_output_2.txt	QmfMoPpn7bG8ZCqgUMbRdnactv69QKu9VhCLd4VrsN9PcL
master 4 first chatgpt bots after start decode zrUfKaKV riddle.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
master 5 first chatgpt bots after start decode zrUfKaKV riddle.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
master 9 first riddle 1c.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
riddle medium.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
riddle post main.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
riddle post output2.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt10 caw trace 1.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt10 caw trace 3.txt	QmNnooDu7bfjPFoTZYxMNLWUQJyrVwtbZg5gBMjTezGAJN
yaleandmeaa_all_sentences chatgpt10 caw trace 3.txt	QmPNmgRmV3rgkfAJkZsb5gbXCbp2KuZfCsakZ7riJPtpX4
yaleandmeaa_all_sentences chatgpt10 caw trace 3.txt	QmRuv8Kw8dH4oR3voW9noLgKa6UrHak4hSXFsAypYnn2pf
yaleandmeaa_all_sentences chatgpt10 caw trace 3.txt	QmbcMAqsynEWeoxjDBWLLXzfus8KRAgoHvWxQ4aVcK5fQf
yaleandmeaa_all_sentences chatgpt10 caw trace 3.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt10 caw trace 4.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt10 caw trace 5.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	Qm11111111111111111111111111111111111111111111
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmNM3ikrNZmbPp8MvTHdNKo4f4tc4eEBqnxPuj3ZYSPibk
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmNRAeZbctiHoZ6Y7BBQx7giA5KAxhb7ror9JjzRASBg6W
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmNVAptoKSEfFNK6KprsSjv4fUGVQpE2W2bjh48p2vdeRB
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmNWimfPrEeg1PtUGKZC9K1qJJeoPiiwgnZMXLshUniUs3
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmNbLxh7J3MrWgMUccdqHWw2UiGcm5Gph46fYqbfPGXmJT
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmP72ANNxBKCavm98F8zCXNo6X6QHV9MxgTfePB7sFb8WH
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmPCyue2As37PcUo3nm32PDX8tthR9GqXxxXr9bCNFM52J
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmPN2LJkaECnxYZSSUt1jVzbwVzJAJDSreZKe25TcdwYFb
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmPoH5xBhXhYK9jiUsmMbK5xBDVxkNae8AJuyZ8vgoR1YM
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmQ3CG3wNdDtJ26AYMDuB77wU7aZNWcuuwGpEysgYdW856
yaleandmeaa_all_sentences chatgpt10 caw trace 6.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt11 caw trace2.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmNnooDu7bfjPFoTZYxMNLWUQJyrVwtbZg5gBMjTezGAJN
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmPJSCHnAbusCqxv4wJio7rb14tS6wV4nRFPinuy9a9wFj
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmQCU2EcMqAqQPR2i9bChDtGNJchTbq5TbXJJ16u19uLTa
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmQzqxhK82kAmKvARFZSkUVS6fo9sySaiogAnx5EnZ6ZmC
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmUCqFurfVHz1emCsW6cpLoLbGK9pTEGcEmM5yjvDKnAk3
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmUNLLsPACCz1vLxQVkXqqLX5R1X345qqfHbsf67hvA3Nn
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmUeu8HdhmRYMagRJXo5mBt4Quc2PE7D3ygj3vUctwEzZD
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmWx5oGsCTuYwC5yuPuDwfFoAtMsTP6iu4oq6P6R1e9ypw
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmYBU2LJyJN3ZCvrmXeKyfzuuf52hoCpA66K6rAiP8hwsb
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmZp8ZnLuYhMNUX1wfehWia86H1BkWt9hSXkGkLxQUUR9w
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmZszQ3Fqmaq1URjdJ3UT8Jf4E9tFZa2efWi5Ys12r8fUE
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmaCpDMGvV2BGHeYERUEnRQAwe3N8SzbUtfsmvsqQLuvuJ
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmbFMke1KXqnYyBBWxB74N4c5SBnJMVAiMNRcGu6x1AwQH
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmbLHAnMoJPWSCR5Zhtx6BHJX9KiKNN6tpvbUcqanj75Nb
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	Qmc5m94Gu7z62RC8waSKkZUrCCBJPyHbkpmGzEePxy2oXJ
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmcZf59bWwK5XFi76CZX8cbJ4BhTzzA3gU1ZjYZcYW3dwt
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmdLpMGkcM49RxFJYny9umN2oHS9thUbVQEYY81LHVXQuE
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmdseE4h2UhR95UXdTu6mN636PfSymMbF3fGpQZeS1GDXW
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	QmeYULb9oKP9gGCFY4DfGd96AfaBJWbikcKFTzSw93RCPF
yaleandmeaa_all_sentences chatgpt12 riddle continuation 2.txt	bafybeihde3tyutp2tcjowuf35n6xkzmnskvbw6dgnlbor5dv7qe27hanfy
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3 ouput 3 thinking.txt	QmEUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3 ouput 3 thinking.txt	QmQjwGQuT7sy5VwUi71i1E465kGvvwWU7WwQwGEqQeG1FU
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3 ouput 3 thinking.txt	QmZzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3 ouput 3 thinking.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3 output 1.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmNcovN4nAeP2XQafvTsGKXXED5eB7bcyjPtN7rKudi3KW
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmNnooDu7bfjPFoTZYxMNLWUQJyrVwtbZg5gBMjTezGAJN
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmQCU2EcMqAqQPR2i9bChDtGNJchTbq5TbXJJ16u19uLTa
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmYRZiiGvVqbQgzuCLPWzWyZvrpWSh2VN7pCNDm91Lvt1M
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmaCpDMGvV2BGHeYERUEnRQAwe3N8SzbUtfsmvsqQLuvuJ
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmbLHAnMoJPWSCR5Zhtx6BHJX9KiKNN6tpvbUcqanj75Nb
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmcZf59bWwK5XFi76CZX8cbJ4BhTzzA3gU1ZjYZcYW3dwt
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmdLpMGkcM49RxFJYny9umN2oHS9thUbVQEYY81LHVXQuE
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	QmdseE4h2UhR95UXdTu6mN636PfSymMbF3fGpQZeS1GDXW
yaleandmeaa_all_sentences chatgpt13 riddle continuation 3.txt	bafybeihde3tyutp2tcjowuf35n6xkzmnskvbw6dgnlbor5dv7qe27hanfy
yaleandmeaa_all_sentences chatgpt14 riddle continuation 4.txt	QmddMfUi8AgsJVk6VmYLCoqWsdM8aqyR4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt14 riddle continuation 4.txt	QmddMfUi8AgsJVk6VmYLCoqWsdM8aqyRVCW7Qi3ou6mYP4
yaleandmeaa_all_sentences chatgpt14 riddle continuation 4.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJ4PYm6uo3iQ7WCV
yaleandmeaa_all_sentences chatgpt14 riddle continuation 4.txt	QmddMfUi8AgsRyqa8MdsWqoCLYmV6kVJVCW7Qi3ou6mYP4
yaleandmeaa_all_sentences chatgpt14 riddle continuation 4.txt	QmdwMfUidwgs2yqactfiTfaemwfo61otathwhuyttfWLAo
yaleandmeaa_all_sentences chatgpt2.txt	QmEUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmNUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmPUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmQUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmQjwGQuT7sy5VwUi71i1E465kGvvwWU7WwQwGEqQeG1FU
yaleandmeaa_all_sentences chatgpt2.txt	QmRUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmSUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmTUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmUUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmVUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmWUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmXUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmYUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmZUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmaUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmbUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmcUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmdUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmeUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
yaleandmeaa_all_sentences chatgpt2.txt	QmfUqEv5aupfU6qGvCGe5qquPEuwrEJuFq5QvAJaEF5U57
